farm_id,AddressKey,B_STRAATNAAM,B_HUIS_NR,B_HUIS_NR_TOEV,B_POSTCODE,B_PLAATS,COMPANY_NAME,company_id,doc_id_latest,Titel_latest,Datum_latest,Instantie_latest,stage_latest_llm,stage_latest_manual,URL_BEKENDMAKING,URL_PDF,doc_ids_all,AddressKeyAll
FARM0097,elshagenweg|3||8124 ps|wesepe,Elshagenweg,3,,8124 PS,Wesepe,,,doc_00122,Besluit op aanvraag vergunning voor akkerbouwbedrijf met hobbypaarden (nieuwe activiteit Lbv) Elshagenweg 3 te Wesepe,2025-09-30,Overijssel,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15973.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15973/1/pdf/prb-2025-15973.pdf,doc_00122,elshagenweg|3||8124 ps|wesepe
FARM0098,radewijkerweg|9||7791 rj|radewijk,Radewijkerweg,9,,7791 RJ,Radewijk,,,doc_00123,Besluit op aanvraag vergunning voor Lbv intrekking gehele natuurvergunning Radewijkerweg 9 te Radewijk,2025-09-30,Overijssel,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15969.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15969/1/pdf/prb-2025-15969.pdf,doc_00123,radewijkerweg|9||7791 rj|radewijk
FARM0099,oude holleweg|44||3927 cm|renswoude,Oude Holleweg,44,,3927 CM,Renswoude,,,doc_00125,Ontwerpbesluit op verzoek tot intrekking Natura 2000-activiteit - Oude Holleweg 44 in Renswoude,2025-09-29,Utrecht,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15940.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15940/1/pdf/prb-2025-15940.pdf,doc_00125,oude holleweg|44||3927 cm|renswoude
FARM0100,beltweg|10||5853 em|siebengewald,Beltweg,10,,5853 EM,Siebengewald,,,doc_00126,"Kennisgeving omgevingsvergunning Natura 2000-activiteit, Beltweg 10, 5853 EM Siebengewald, Z2025-00001280",2025-09-29,Limburg,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15944.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15944/1/pdf/prb-2025-15944.pdf,"doc_00126,doc_00322",beltweg|10||5853 em|siebengewald
FARM0101,weverstraat|7||6579 aa|kekerdom,Weverstraat,7,,6579 AA,Kekerdom,,,doc_00022,"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie  Weverstraat 7 te Kekerdom",2025-11-13,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-18775.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-18775/1/pdf/prb-2025-18775.pdf,"doc_00022,doc_00128",weverstraat|7||6579 aa|kekerdom
FARM0102,beetsterweg|17||9244 gc|beetsterzwaag,Beetsterweg,17,,9244 GC,Beetsterzwaag,,,doc_00129,Ontvangen aanvraag omgevingsvergunning – stikstof,2025-09-26,Fryslân,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-15824.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15824/1/pdf/prb-2025-15824.pdf,doc_00129,beetsterweg|17||9244 gc|beetsterzwaag
FARM0103,vermolenweg|10||7678 tl|geesteren,Vermolenweg,10,,7678 TL,Geesteren,,,doc_00130,Besluit op een aanvraag voor een vergunning voor Lbv-plus intrekking gehele natuurvergunning Vermolenweg 10 Geesteren,2025-09-26,Overijssel,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15856.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15856/1/pdf/prb-2025-15856.pdf,doc_00130,vermolenweg|10||7678 tl|geesteren
FARM0104,zoomweg|32|a|6006 tw|weert,Zoomweg,32,A,6006 TW,Weert,,,doc_00131,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Zoomweg 32-32A, 6006 TW Weert",2025-09-26,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-15800.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15800/1/pdf/prb-2025-15800.pdf,doc_00131,"zoomweg|32|a|6006 tw|weert,zoomweg|32||6006 tw|weert"
FARM0104,zoomweg|32||6006 tw|weert,Zoomweg,32,,6006 TW,Weert,,,doc_00131,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Zoomweg 32-32A, 6006 TW Weert",2025-09-26,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-15800.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15800/1/pdf/prb-2025-15800.pdf,doc_00131,"zoomweg|32|a|6006 tw|weert,zoomweg|32||6006 tw|weert"
FARM0105,mullemsedijk|29||5844 ar|stevensbeek,Mullemsedijk,29,,5844 AR,Stevensbeek,Maatschap A.J.M. Crooijmans en overigen,,doc_00132,"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Maatschap A.J.M. Crooijmans en overigen, Mullemsedijk 29, 5844 AR te Stevensbeek",2025-09-25,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15749.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15749/1/pdf/prb-2025-15749.pdf,doc_00132,mullemsedijk|29||5844 ar|stevensbeek
FARM0106,hollandseweg|16||5712 rm|someren,Hollandseweg,16,,5712 RM,Someren,Bakker Pluimvee VOF,,doc_00133,"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Bakker Pluimvee VOF, Hollandseweg 16-18, 5712 RM te Someren",2025-09-25,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15747.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15747/1/pdf/prb-2025-15747.pdf,doc_00133,"hollandseweg|16||5712 rm|someren,hollandseweg|18||5712 rm|someren"
FARM0106,hollandseweg|18||5712 rm|someren,Hollandseweg,18,,5712 RM,Someren,Bakker Pluimvee VOF,,doc_00133,"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Bakker Pluimvee VOF, Hollandseweg 16-18, 5712 RM te Someren",2025-09-25,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15747.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15747/1/pdf/prb-2025-15747.pdf,doc_00133,"hollandseweg|16||5712 rm|someren,hollandseweg|18||5712 rm|someren"
FARM0107,kootwijkerbroekerweg|82|a|3774 bv|kootwijkerbroek,Kootwijkerbroekerweg,82,a,3774 BV,Kootwijkerbroek,,,doc_00134,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Kootwijkerbroekerweg 82a te Kootwijkerbroek",2025-09-25,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15737.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15737/1/pdf/prb-2025-15737.pdf,"doc_00134,doc_00222",kootwijkerbroekerweg|82|a|3774 bv|kootwijkerbroek
FARM0108,veerweg naar westervoort|29||6827 bg|arnhem,Veerweg naar Westervoort,29,,6827 BG,Arnhem,,,doc_00135,"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Veerweg naar Westervoort 29 te Arnhem",2025-09-25,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15741.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15741/1/pdf/prb-2025-15741.pdf,"doc_00135,doc_00229",veerweg naar westervoort|29||6827 bg|arnhem
FARM0109,laarweg|32||6732 dh|harskamp,Laarweg,32,,6732 DH,Harskamp,,,doc_00136,"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Laarweg 32 te Harskamp",2025-09-25,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15692.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15692/1/pdf/prb-2025-15692.pdf,"doc_00136,doc_00231",laarweg|32||6732 dh|harskamp
FARM0110,kootwijkerdijk|1||3774 js|kootwijkerbroek,Kootwijkerdijk,1,,3774 JS,Kootwijkerbroek,,,doc_00137,"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Kootwijkerdijk 9-1 te Kootwijkerbroek",2025-09-25,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15719.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15719/1/pdf/prb-2025-15719.pdf,"doc_00137,doc_00226","kootwijkerdijk|1||3774 js|kootwijkerbroek,kootwijkerdijk|9||3774 js|kootwijkerbroek"
FARM0110,kootwijkerdijk|9||3774 js|kootwijkerbroek,Kootwijkerdijk,9,,3774 JS,Kootwijkerbroek,,,doc_00137,"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Kootwijkerdijk 9-1 te Kootwijkerbroek",2025-09-25,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15719.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15719/1/pdf/prb-2025-15719.pdf,"doc_00137,doc_00226","kootwijkerdijk|1||3774 js|kootwijkerbroek,kootwijkerdijk|9||3774 js|kootwijkerbroek"
FARM0111,pieriksestraat|2||6986 bm|angerlo,Pieriksestraat,2,,6986 BM,Angerlo,,,doc_00139,"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie  Pieriksestraat 2 te Angerlo",2025-09-25,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15682.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15682/1/pdf/prb-2025-15682.pdf,"doc_00139,doc_00223",pieriksestraat|2||6986 bm|angerlo
FARM0112,drijberseweg|32||9418 tl|wijster,Drijberseweg,32,,9418 TL,Wijster,,,doc_00140,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Drijberseweg 32, 9418 TL Wijster–(gedeeltelijke) intrekking vergunning",2025-09-25,Drenthe,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-15746.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15746/1/pdf/prb-2025-15746.pdf,"doc_00140,doc_00313",drijberseweg|32||9418 tl|wijster
FARM0113,michelslaan|26||5712 pl|someren,Michelslaan,26,,5712 PL,Someren,Melkveebedrijf W. en D. Boerekamp-Reinders,,doc_00141,"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Melkveebedrijf W. en D. Boerekamp-Reinders, Michelslaan 26, 5712 PL te Someren",2025-09-24,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15630.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15630/1/pdf/prb-2025-15630.pdf,doc_00141,michelslaan|26||5712 pl|someren
FARM0114,ommezwanksedijk|13||5754 pt|deurne,Ommezwanksedijk,13,,5754 PT,Deurne,J.J.P.G. Swinkels,,doc_00142,"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - J.J.P.G. Swinkels, Ommezwanksedijk 13, 5754 PT te Deurne",2025-09-24,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15631.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15631/1/pdf/prb-2025-15631.pdf,"doc_00142,doc_00407,doc_00441",ommezwanksedijk|13||5754 pt|deurne
FARM0115,hazenhurk|1||5591 tc|heeze,Hazenhurk,1,,5591 TC,Heeze,Hazenhurk VOF,,doc_00012,"Provincie Noord-Brabant – beschikking aanvraag omgevingsvergunning - Hazenhurk VOF, Hazenhurk 1, 5591 TC te Heeze",2025-11-14,Noord-Brabant,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-18885.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-18885/1/pdf/prb-2025-18885.pdf,"doc_00012,doc_00143,doc_00392,doc_00426",hazenhurk|1||5591 tc|heeze
FARM0116,nieuwendijk|149||5712 el|someren,Nieuwendijk,149,,5712 EL,Someren,D. Verlangen BV,,doc_00144,"Provincie Noord-Brabant – besluit aanvraag omgevingsvergunning - D. Verlangen BV, Nieuwendijk 149, 5712 EL te Someren",2025-09-24,Noord-Brabant,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15602.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15602/1/pdf/prb-2025-15602.pdf,"doc_00144,doc_00319",nieuwendijk|149||5712 el|someren
FARM0117,helhuizerweg|14||7451 ke|holten,Helhuizerweg,14,,7451 KE,Holten,,,doc_00145,Besluit op een aanvraag vergunning voor het in werking hebben van recreatieterrein (nieuwe activiteit Lbv) Helhuizerweg 14 te Holten,2025-09-24,Overijssel,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15628.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15628/1/pdf/prb-2025-15628.pdf,doc_00145,helhuizerweg|14||7451 ke|holten
FARM0118,kemphaanweg|1||5725 re|heusden,Kemphaanweg,1,,5725 RE,Heusden,M.J.P. van der Velden Holding BV,,doc_00106,"Provincie Noord-Brabant – herziene ontwerpbeschikking aanvraag omgevingsvergunning - M.J.P. van der Velden Holding BV, Kemphaanweg 1-3, 5725 RE te Heusden",2025-10-02,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16189.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16189/1/pdf/prb-2025-16189.pdf,"doc_00106,doc_00146","kemphaanweg|1||5725 re|heusden,kemphaanweg|3||5725 re|heusden"
FARM0118,kemphaanweg|3||5725 re|heusden,Kemphaanweg,3,,5725 RE,Heusden,M.J.P. van der Velden Holding BV,,doc_00106,"Provincie Noord-Brabant – herziene ontwerpbeschikking aanvraag omgevingsvergunning - M.J.P. van der Velden Holding BV, Kemphaanweg 1-3, 5725 RE te Heusden",2025-10-02,Noord-Brabant,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16189.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16189/1/pdf/prb-2025-16189.pdf,"doc_00106,doc_00146","kemphaanweg|1||5725 re|heusden,kemphaanweg|3||5725 re|heusden"
FARM0119,schoenlapperweg|2|a|3862 pl|nijkerk,Schoenlapperweg,2,a,3862 PL,Nijkerk,,,doc_00030,"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Schoenlapperweg 2a te Nijkerk",2025-11-11,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-18639.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-18639/1/pdf/prb-2025-18639.pdf,"doc_00030,doc_00147",schoenlapperweg|2|a|3862 pl|nijkerk
FARM0120,molenweg|117||3781 vc|voorthuizen,Molenweg,117,,3781 VC,Voorthuizen,,,doc_00052,"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Molenweg 117 te Voorthuizen",2025-11-05,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-18200.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-18200/1/pdf/prb-2025-18200.pdf,"doc_00052,doc_00148",molenweg|117||3781 vc|voorthuizen
FARM0121,oranjekanaal nz|4||9433 td|zwiggelte,Oranjekanaal NZ,4,,9433 TD,Zwiggelte,,,doc_00149,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Oranjekanaal NZ 4, 9433 TD Zwiggelte–(gedeeltelijke) intrekking vergunning",2025-09-19,Drenthe,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-15330.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15330/1/pdf/prb-2025-15330.pdf,doc_00149,oranjekanaal nz|4||9433 td|zwiggelte
FARM0122,eversdijk|24||7468 pv|enter,Eversdijk,24,,7468 PV,Enter,,,doc_00054,Ontwerpbesluit op een aanvraag voor intrekken omgevingsvergunning LBV op locatie Eversdijk 24 te Enter,2025-11-04,Overijssel,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-18155.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-18155/1/pdf/prb-2025-18155.pdf,"doc_00054,doc_00150",eversdijk|24||7468 pv|enter
FARM0123,neulensteeg|2||6035 pg|ospel,Neulensteeg,2,,6035 PG,Ospel,,,doc_00151,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Neulensteeg 2, 6035 PG Ospel",2025-09-19,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-15414.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15414/1/pdf/prb-2025-15414.pdf,doc_00151,neulensteeg|2||6035 pg|ospel
FARM0124,bloemerstraat|17||6031 nv|nederweert,Bloemerstraat,17,,6031 NV,Nederweert,,,doc_00152,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Bloemerstraat 17, 6031 NV Nederweert",2025-09-19,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-15358.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15358/1/pdf/prb-2025-15358.pdf,doc_00152,bloemerstraat|17||6031 nv|nederweert
FARM0125,landweg|1||4271 lx|dussen,Landweg,1,,4271 LX,Dussen,Firma Craaijo,,doc_00154,"Provincie Noord-Brabant – beschikking aanvraag omgevingsvergunning - Firma Craaijo, Landweg 1, 4271 LX te Dussen",2025-09-18,Noord-Brabant,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15295.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15295/1/pdf/prb-2025-15295.pdf,"doc_00154,doc_00264",landweg|1||4271 lx|dussen
FARM0126,kreijel|9||6035 sg|ospel,Kreijel,9,,6035 SG,Ospel,,,doc_00155,"Kennisgeving omgevingsvergunning Natura 2000-activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Kreijel 9, 6035 SG Ospel, Z2024-00001640",2025-09-18,Limburg,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15256.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15256/1/pdf/prb-2025-15256.pdf,"doc_00155,doc_00433",kreijel|9||6035 sg|ospel
FARM0127,veulensewaterweg|27||5814 ak|veulen,Veulensewaterweg,27,,5814 AK,Veulen,,,doc_00156,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Veulensewaterweg 27, 5814 AK Veulen",2025-09-18,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-15257.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15257/1/pdf/prb-2025-15257.pdf,doc_00156,veulensewaterweg|27||5814 ak|veulen
FARM0128,twistweg|1||5816 ae|vredepeel,Twistweg,1,,5816 AE,Vredepeel,,,doc_00157,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Twistweg 1-2, 5816 AE Vredepeel",2025-09-18,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-15255.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15255/1/pdf/prb-2025-15255.pdf,doc_00157,"twistweg|1||5816 ae|vredepeel,twistweg|2||5816 ae|vredepeel"
FARM0128,twistweg|2||5816 ae|vredepeel,Twistweg,2,,5816 AE,Vredepeel,,,doc_00157,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Twistweg 1-2, 5816 AE Vredepeel",2025-09-18,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-15255.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15255/1/pdf/prb-2025-15255.pdf,doc_00157,"twistweg|1||5816 ae|vredepeel,twistweg|2||5816 ae|vredepeel"
FARM0129,kampersweg|5||6035 pm|ospel,Kampersweg,5,,6035 PM,Ospel,,,doc_00158,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Kampersweg 5, 6035 PM Ospel",2025-09-18,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-15259.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15259/1/pdf/prb-2025-15259.pdf,doc_00158,kampersweg|5||6035 pm|ospel
FARM0130,malenveld|10||3776 mx|stroe,Malenveld,10,,3776 MX,Stroe,,,doc_00160,"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Malenveld 10 te Stroe",2025-09-17,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15197.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15197/1/pdf/prb-2025-15197.pdf,"doc_00160,doc_00237","malenveld|10||3776 mx|stroe,malenveld|8||3776 mx|stroe"
FARM0130,malenveld|8||3776 mx|stroe,Malenveld,8,,3776 MX,Stroe,,,doc_00160,"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Malenveld 10 te Stroe",2025-09-17,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15197.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15197/1/pdf/prb-2025-15197.pdf,"doc_00160,doc_00237","malenveld|10||3776 mx|stroe,malenveld|8||3776 mx|stroe"
FARM0131,kneuterstraat|38||7384 cn|wilp,Kneuterstraat,38,,7384 CN,Wilp,,,doc_00161,"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Kneuterstraat 38 te Wilp",2025-09-17,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15161.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15161/1/pdf/prb-2025-15161.pdf,doc_00161,kneuterstraat|38||7384 cn|wilp
FARM0132,drie kooienweg|15||5977 nk|evertsoord,Drie Kooienweg,15,,5977 NK,Evertsoord,,,doc_00162,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Drie Kooienweg 15, 5977 NK Evertsoord",2025-09-17,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-15235.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15235/1/pdf/prb-2025-15235.pdf,doc_00162,drie kooienweg|15||5977 nk|evertsoord
FARM0133,krienestraat|3||5866 cp|swolgen,Krienestraat,3,,5866 CP,Swolgen,,,doc_00163,"Aanvraag Omgevingsvergunning Natura 2000 activiteit aanvraag van een natuurvergunning in het kader van de Lbv/Lbv+ regeling, Krienestraat 3, 5866 CP Swolgen",2025-09-17,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-15233.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15233/1/pdf/prb-2025-15233.pdf,doc_00163,krienestraat|3||5866 cp|swolgen
FARM0134,keuterseweg|3||5864 da|meerlo,Keuterseweg,3,,5864 DA,Meerlo,,,doc_00166,"Kennisgeving omgevingsvergunning Natura 2000-activiteit, Keuterseweg 3, 5864 DA Meerlo, Z2024-00002347",2025-09-15,Limburg,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15013.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15013/1/pdf/prb-2025-15013.pdf,"doc_00166,doc_00389",keuterseweg|3||5864 da|meerlo
FARM0135,slenakerweg|23||6271 pe|gulpen,Slenakerweg,23,,6271 PE,Gulpen,,,doc_00168,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Slenakerweg 23, 6271 PE Gulpen",2025-09-15,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-15069.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15069/1/pdf/prb-2025-15069.pdf,doc_00168,slenakerweg|23||6271 pe|gulpen
FARM0136,krompad|11||8539 rn|echtenerbrug,Krompad,11,,8539 RN,Echtenerbrug,,,doc_00169,Ontvangen aanvraag omgevingsvergunning – stikstof,2025-09-12,Fryslân,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14945.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14945/1/pdf/prb-2025-14945.pdf,doc_00169,krompad|11||8539 rn|echtenerbrug
FARM0137,boijlerweg|132||8392 nl|boijl,Boijlerweg,132,,8392 NL,Boijl,,,doc_00170,Ontvangen aanvraag omgevingsvergunning – stikstof,2025-09-12,Fryslân,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14946.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14946/1/pdf/prb-2025-14946.pdf,doc_00170,boijlerweg|132||8392 nl|boijl
FARM0138,venekoten|16|b|8431 sp|oosterwolde,Venekoten,16,b,8431 SP,Oosterwolde,,,doc_00171,Ontvangen aanvraag omgevingsvergunning – stikstof,2025-09-12,Fryslân,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14948.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14948/1/pdf/prb-2025-14948.pdf,doc_00171,venekoten|16|b|8431 sp|oosterwolde
FARM0139,peelweg|4||5813 ad|ysselsteyn,Peelweg,4,,5813 AD,Ysselsteyn,,,doc_00172,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Peelweg 4, 5813 AD Ysselsteyn",2025-09-12,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14989.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14989/1/pdf/prb-2025-14989.pdf,doc_00172,peelweg|4||5813 ad|ysselsteyn
FARM0140,gunhoekweg|15||5808 ap|oirlo,Gunhoekweg,15,,5808 AP,Oirlo,,,doc_00173,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Gunhoekweg 15, 5808 AP Oirlo",2025-09-12,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14990.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14990/1/pdf/prb-2025-14990.pdf,doc_00173,gunhoekweg|15||5808 ap|oirlo
FARM0141,arlersteeg|2||3882 rs|putten,Arlersteeg,2,,3882 RS,Putten,,,doc_00058,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Arlersteeg 2 te Putten",2025-10-30,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-17909.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17909/1/pdf/prb-2025-17909.pdf,"doc_00058,doc_00174",arlersteeg|2||3882 rs|putten
